Drug	Indication	drug_name	drug_id	ind_name	ind_id	sem_type	TrialStatus	status	phase	DetailedStatus
"<a href=""http://www.drugbank.ca/drugs/DB06151"" target=""_blank"">Acetylcysteine (DBID: DB06151)</a>"	Pulmonary Cystic Fibrosis (CUI: C0392164)	Acetylcysteine	DB06151	Pulmonary Cystic Fibrosis	C0392164	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06155"" target=""_blank"">Rimonabant (DBID: DB06155)</a>"	Obesity (CUI: C0028754)	Rimonabant	DB06155	Obesity	C0028754	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06168"" target=""_blank"">Canakinumab (DBID: DB06168)</a>"	Cryopyrin-Associated Periodic Syndromes (CUI: C2316212)	Canakinumab	DB06168	Cryopyrin-Associated Periodic Syndromes	C2316212	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06168"" target=""_blank"">Canakinumab (DBID: DB06168)</a>"	Systemic onset juvenile chronic arthritis (CUI: C1384600)	Canakinumab	DB06168	Systemic onset juvenile chronic arthritis	C1384600	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06168"" target=""_blank"">Canakinumab (DBID: DB06168)</a>"	Arthritis, Gouty (CUI: C0003868)	Canakinumab	DB06168	Arthritis, Gouty	C0003868	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06168"" target=""_blank"">Canakinumab (DBID: DB06168)</a>"	Deficiency of mevalonate kinase (CUI: C0342731)	Canakinumab	DB06168	Deficiency of mevalonate kinase	C0342731	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06168"" target=""_blank"">Canakinumab (DBID: DB06168)</a>"	Familial Mediterranean Fever (CUI: C0031069)	Canakinumab	DB06168	Familial Mediterranean Fever	C0031069	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06168"" target=""_blank"">Canakinumab (DBID: DB06168)</a>"	TNF receptor-associated periodic fever syndrome (TRAPS) (CUI: C1275126)	Canakinumab	DB06168	TNF receptor-associated periodic fever syndrome (TRAPS)	C1275126	Congenital Abnormality	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06176"" target=""_blank"">Romidepsin (DBID: DB06176)</a>"	Peripheral T-Cell Lymphoma (CUI: C0079774)	Romidepsin	DB06176	Peripheral T-Cell Lymphoma	C0079774	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06176"" target=""_blank"">Romidepsin (DBID: DB06176)</a>"	Lymphoma, T-Cell, Cutaneous (CUI: C0079773)	Romidepsin	DB06176	Lymphoma, T-Cell, Cutaneous	C0079773	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06186"" target=""_blank"">Ipilimumab (DBID: DB06186)</a>"	Malignant melanoma, metastatic (CUI: C0860594)	Ipilimumab	DB06186	Malignant melanoma, metastatic	C0860594	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06196"" target=""_blank"">Icatibant (DBID: DB06196)</a>"	Angioedemas, Hereditary (CUI: C0019243)	Icatibant	DB06196	Angioedemas, Hereditary	C0019243	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06201"" target=""_blank"">Rufinamide (DBID: DB06201)</a>"	Lennox-Gastaut syndrome (CUI: C0238111)	Rufinamide	DB06201	Lennox-Gastaut syndrome	C0238111	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06203"" target=""_blank"">Alogliptin (DBID: DB06203)</a>"	Diabetes Mellitus, Non-Insulin-Dependent (CUI: C0011860)	Alogliptin	DB06203	Diabetes Mellitus, Non-Insulin-Dependent	C0011860	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06204"" target=""_blank"">Tapentadol (DBID: DB06204)</a>"	Pain (CUI: C0030193)	Tapentadol	DB06204	Pain	C0030193	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06207"" target=""_blank"">Silodosin (DBID: DB06207)</a>"	Prostatic Hypertrophy (CUI: C1739363)	Silodosin	DB06207	Prostatic Hypertrophy	C1739363	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06209"" target=""_blank"">Prasugrel (DBID: DB06209)</a>"	Acute Coronary Syndrome (CUI: C0948089)	Prasugrel	DB06209	Acute Coronary Syndrome	C0948089	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06210"" target=""_blank"">Eltrombopag (DBID: DB06210)</a>"	Chronic idiopathic thrombocytopenic purpura (CUI: C0272293)	Eltrombopag	DB06210	Chronic idiopathic thrombocytopenic purpura	C0272293	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06211"" target=""_blank"">Doripenem (DBID: DB06211)</a>"	Pyelonephritis (CUI: C0034186)	Doripenem	DB06211	Pyelonephritis	C0034186	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06211"" target=""_blank"">Doripenem (DBID: DB06211)</a>"	Intraabdominal Infections (CUI: C1112209)	Doripenem	DB06211	Intraabdominal Infections	C1112209	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06211"" target=""_blank"">Doripenem (DBID: DB06211)</a>"	Complicated appendicitis (CUI: C1632842)	Doripenem	DB06211	Complicated appendicitis	C1632842	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06211"" target=""_blank"">Doripenem (DBID: DB06211)</a>"	Cholecystitis (CUI: C0008325)	Doripenem	DB06211	Cholecystitis	C0008325	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06211"" target=""_blank"">Doripenem (DBID: DB06211)</a>"	Abdominal Abscess (CUI: C0243001)	Doripenem	DB06211	Abdominal Abscess	C0243001	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06212"" target=""_blank"">Tolvaptan (DBID: DB06212)</a>"	Inappropriate ADH Syndrome (CUI: C0021141)	Tolvaptan	DB06212	Inappropriate ADH Syndrome	C0021141	Pathologic Function	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06212"" target=""_blank"">Tolvaptan (DBID: DB06212)</a>"	Hyponatremia (CUI: C0020625)	Tolvaptan	DB06212	Hyponatremia	C0020625	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06212"" target=""_blank"">Tolvaptan (DBID: DB06212)</a>"	Polycystic Kidney, Autosomal Dominant (CUI: C0085413)	Tolvaptan	DB06212	Polycystic Kidney, Autosomal Dominant	C0085413	Congenital Abnormality	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06216"" target=""_blank"">Asenapine (DBID: DB06216)</a>"	Schizophrenia (CUI: C0036341)	Asenapine	DB06216	Schizophrenia	C0036341	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06216"" target=""_blank"">Asenapine (DBID: DB06216)</a>"	Mixed bipolar I disorder (CUI: C0236780)	Asenapine	DB06216	Mixed bipolar I disorder	C0236780	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06216"" target=""_blank"">Asenapine (DBID: DB06216)</a>"	Bipolar affective disorder, current episode manic (CUI: C0338873)	Asenapine	DB06216	Bipolar affective disorder, current episode manic	C0338873	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06219"" target=""_blank"">Dalbavancin (DBID: DB06219)</a>"	Infection of skin AND/OR subcutaneous tissue (CUI: C0178299)	Dalbavancin	DB06219	Infection of skin AND/OR subcutaneous tissue	C0178299	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06219"" target=""_blank"">Dalbavancin (DBID: DB06219)</a>"	Staphylococcal Skin Infections (CUI: C0038166)	Dalbavancin	DB06219	Staphylococcal Skin Infections	C0038166	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06219"" target=""_blank"">Dalbavancin (DBID: DB06219)</a>"	Skin Diseases, Bacterial (CUI: C0162627)	Dalbavancin	DB06219	Skin Diseases, Bacterial	C0162627	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06237"" target=""_blank"">Avanafil (DBID: DB06237)</a>"	Erectile dysfunction (CUI: C0242350)	Avanafil	DB06237	Erectile dysfunction	C0242350	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06243"" target=""_blank"">Eflornithine (DBID: DB06243)</a>"	African Trypanosomiasis (CUI: C0041228)	Eflornithine	DB06243	African Trypanosomiasis	C0041228	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06255"" target=""_blank"">Incadronic acid (DBID: DB06255)</a>"	Osteoporosis (CUI: C0029456)	Incadronic acid	DB06255	Osteoporosis	C0029456	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06262"" target=""_blank"">Droxidopa (DBID: DB06262)</a>"	Parkinson Disease (CUI: C0030567)	Droxidopa	DB06262	Parkinson Disease	C0030567	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06267"" target=""_blank"">Udenafil (DBID: DB06267)</a>"	Erectile dysfunction (CUI: C0242350)	Udenafil	DB06267	Erectile dysfunction	C0242350	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06268"" target=""_blank"">Sitaxentan (DBID: DB06268)</a>"	Pulmonary arterial hypertension (CUI: C2973725)	Sitaxentan	DB06268	Pulmonary arterial hypertension	C2973725	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06273"" target=""_blank"">Tocilizumab (DBID: DB06273)</a>"	Rheumatoid Arthritis (CUI: C0003873)	Tocilizumab	DB06273	Rheumatoid Arthritis	C0003873	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06273"" target=""_blank"">Tocilizumab (DBID: DB06273)</a>"	Angiolymphoid hyperplasia (CUI: C0017531)	Tocilizumab	DB06273	Angiolymphoid hyperplasia	C0017531	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06274"" target=""_blank"">Alvimopan (DBID: DB06274)</a>"	Postoperative ileus (CUI: C0400877)	Alvimopan	DB06274	Postoperative ileus	C0400877	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06282"" target=""_blank"">Levocetirizine (DBID: DB06282)</a>"	Hay fever (CUI: C0018621)	Levocetirizine	DB06282	Hay fever	C0018621	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06282"" target=""_blank"">Levocetirizine (DBID: DB06282)</a>"	Allergic rhinitis (disorder) (CUI: C2607914)	Levocetirizine	DB06282	Allergic rhinitis (disorder)	C2607914	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06282"" target=""_blank"">Levocetirizine (DBID: DB06282)</a>"	Chronic idiopathic urticaria (CUI: C0578870)	Levocetirizine	DB06282	Chronic idiopathic urticaria	C0578870	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06283"" target=""_blank"">Ziconotide (DBID: DB06283)</a>"	Chronic pain (CUI: C0150055)	Ziconotide	DB06283	Chronic pain	C0150055	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06283"" target=""_blank"">Ziconotide (DBID: DB06283)</a>"	Severe pain (CUI: C0278140)	Ziconotide	DB06283	Severe pain	C0278140	Finding	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06283"" target=""_blank"">Ziconotide (DBID: DB06283)</a>"	Pain in spine (CUI: C0423673)	Ziconotide	DB06283	Pain in spine	C0423673	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06285"" target=""_blank"">Teriparatide (DBID: DB06285)</a>"	Osteoporosis, Postmenopausal (CUI: C0029458)	Teriparatide	DB06285	Osteoporosis, Postmenopausal	C0029458	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06287"" target=""_blank"">Temsirolimus (DBID: DB06287)</a>"	Renal Cell Carcinoma (CUI: C0007134)	Temsirolimus	DB06287	Renal Cell Carcinoma	C0007134	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06287"" target=""_blank"">Temsirolimus (DBID: DB06287)</a>"	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse (CUI: C0334634)	Temsirolimus	DB06287	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse	C0334634	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06288"" target=""_blank"">Amisulpride (DBID: DB06288)</a>"	Chronic schizophrenia (CUI: C0221765)	Amisulpride	DB06288	Chronic schizophrenia	C0221765	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06290"" target=""_blank"">Simeprevir (DBID: DB06290)</a>"	Hepatitis C, Chronic (CUI: C0524910)	Simeprevir	DB06290	Hepatitis C, Chronic	C0524910	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06292"" target=""_blank"">Dapagliflozin (DBID: DB06292)</a>"	Diabetes Mellitus, Non-Insulin-Dependent (CUI: C0011860)	Dapagliflozin	DB06292	Diabetes Mellitus, Non-Insulin-Dependent	C0011860	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06317"" target=""_blank"">Elotuzumab (DBID: DB06317)</a>"	Multiple Myeloma (CUI: C0026764)	Elotuzumab	DB06317	Multiple Myeloma	C0026764	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06335"" target=""_blank"">Saxagliptin (DBID: DB06335)</a>"	Diabetes Mellitus, Non-Insulin-Dependent (CUI: C0011860)	Saxagliptin	DB06335	Diabetes Mellitus, Non-Insulin-Dependent	C0011860	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06366"" target=""_blank"">Pertuzumab (DBID: DB06366)</a>"	HER2-positive carcinoma of breast (CUI: C1960398)	Pertuzumab	DB06366	HER2-positive carcinoma of breast	C1960398	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06372"" target=""_blank"">Rilonacept (DBID: DB06372)</a>"	Cryopyrin-Associated Periodic Syndromes (CUI: C2316212)	Rilonacept	DB06372	Cryopyrin-Associated Periodic Syndromes	C2316212	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06401"" target=""_blank"">Bazedoxifene (DBID: DB06401)</a>"	Osteoporosis, Postmenopausal (CUI: C0029458)	Bazedoxifene	DB06401	Osteoporosis, Postmenopausal	C0029458	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06401"" target=""_blank"">Bazedoxifene (DBID: DB06401)</a>"	Hot flushes (CUI: C0600142)	Bazedoxifene	DB06401	Hot flushes	C0600142	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06402"" target=""_blank"">Telavancin (DBID: DB06402)</a>"	Pneumonia due to Staphylococcus aureus (CUI: C2349530)	Telavancin	DB06402	Pneumonia due to Staphylococcus aureus	C2349530	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06402"" target=""_blank"">Telavancin (DBID: DB06402)</a>"	Pneumonia, Bacterial (CUI: C0004626)	Telavancin	DB06402	Pneumonia, Bacterial	C0004626	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06403"" target=""_blank"">Ambrisentan (DBID: DB06403)</a>"	Pulmonary arterial hypertension (CUI: C2973725)	Ambrisentan	DB06403	Pulmonary arterial hypertension	C2973725	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06412"" target=""_blank"">Oxymetholone (DBID: DB06412)</a>"	Aplastic Anemia (CUI: C0002874)	Oxymetholone	DB06412	Aplastic Anemia	C0002874	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06412"" target=""_blank"">Oxymetholone (DBID: DB06412)</a>"	Hypoplastic anemia (CUI: C0178416)	Oxymetholone	DB06412	Hypoplastic anemia	C0178416	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06412"" target=""_blank"">Oxymetholone (DBID: DB06412)</a>"	Anemia, Diamond-Blackfan (CUI: C1260899)	Oxymetholone	DB06412	Anemia, Diamond-Blackfan	C1260899	Congenital Abnormality	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06413"" target=""_blank"">Armodafinil (DBID: DB06413)</a>"	Narcolepsy (CUI: C0027404)	Armodafinil	DB06413	Narcolepsy	C0027404	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06414"" target=""_blank"">Etravirine (DBID: DB06414)</a>"	HIV Infections (CUI: C0019693)	Etravirine	DB06414	HIV Infections	C0019693	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06415"" target=""_blank"">Calfactant (DBID: DB06415)</a>"	Respiratory Distress Syndrome, Newborn (CUI: C0035220)	Calfactant	DB06415	Respiratory Distress Syndrome, Newborn	C0035220	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06439"" target=""_blank"">Tyloxapol (DBID: DB06439)</a>"	Respiratory Distress Syndrome, Newborn (CUI: C0035220)	Tyloxapol	DB06439	Respiratory Distress Syndrome, Newborn	C0035220	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06480"" target=""_blank"">Prucalopride (DBID: DB06480)</a>"	Constipation (CUI: C0009806)	Prucalopride	DB06480	Constipation	C0009806	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06589"" target=""_blank"">Pazopanib (DBID: DB06589)</a>"	Renal Cell Carcinoma (CUI: C0007134)	Pazopanib	DB06589	Renal Cell Carcinoma	C0007134	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06589"" target=""_blank"">Pazopanib (DBID: DB06589)</a>"	Sarcoma (CUI: C1261473)	Pazopanib	DB06589	Sarcoma	C1261473	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06590"" target=""_blank"">Ceftaroline fosamil (DBID: DB06590)</a>"	Streptococcus pyogenes infection (CUI: C0554628)	Ceftaroline fosamil	DB06590	Streptococcus pyogenes infection	C0554628	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06590"" target=""_blank"">Ceftaroline fosamil (DBID: DB06590)</a>"	Bacterial infection due to Klebsiella pneumoniae (CUI: C0343402)	Ceftaroline fosamil	DB06590	Bacterial infection due to Klebsiella pneumoniae	C0343402	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06590"" target=""_blank"">Ceftaroline fosamil (DBID: DB06590)</a>"	Escherichia coli Infections (CUI: C0014836)	Ceftaroline fosamil	DB06590	Escherichia coli Infections	C0014836	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06590"" target=""_blank"">Ceftaroline fosamil (DBID: DB06590)</a>"	Pneumonia due to Staphylococcus aureus (CUI: C2349530)	Ceftaroline fosamil	DB06590	Pneumonia due to Staphylococcus aureus	C2349530	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06590"" target=""_blank"">Ceftaroline fosamil (DBID: DB06590)</a>"	Rhinoscleroma (CUI: C0035468)	Ceftaroline fosamil	DB06590	Rhinoscleroma	C0035468	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06590"" target=""_blank"">Ceftaroline fosamil (DBID: DB06590)</a>"	Haemophilus influenzae pneumonia (CUI: C0276026)	Ceftaroline fosamil	DB06590	Haemophilus influenzae pneumonia	C0276026	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06590"" target=""_blank"">Ceftaroline fosamil (DBID: DB06590)</a>"	Staphylococcus aureus infection (CUI: C1318973)	Ceftaroline fosamil	DB06590	Staphylococcus aureus infection	C1318973	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06590"" target=""_blank"">Ceftaroline fosamil (DBID: DB06590)</a>"	Streptococcal pneumonia (CUI: C0155862)	Ceftaroline fosamil	DB06590	Streptococcal pneumonia	C0155862	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06590"" target=""_blank"">Ceftaroline fosamil (DBID: DB06590)</a>"	Pneumonia due to Escherichia coli (CUI: C0276089)	Ceftaroline fosamil	DB06590	Pneumonia due to Escherichia coli	C0276089	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06594"" target=""_blank"">Agomelatine (DBID: DB06594)</a>"	Major Depressive Disorder (CUI: C1269683)	Agomelatine	DB06594	Major Depressive Disorder	C1269683	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06603"" target=""_blank"">Panobinostat (DBID: DB06603)</a>"	Lymphoma, T-Cell, Cutaneous (CUI: C0079773)	Panobinostat	DB06603	Lymphoma, T-Cell, Cutaneous	C0079773	Neoplastic Process	Approved	Approved		
