raw_row_index	drug_name	drugbank_id	compound_entity	disease_name	umls_cui	disease_entity	sem_type	status_raw	trial_status_raw	detailed_status_raw	phase_raw	label	relation	is_positive	is_failed_like	valid_drugbank_and_cui	source_dataset	setting
7386	Bortezomib	DB00188	Compound::DB00188	stage IV adult lymphoblastic lymphoma	C0280178	Disease::UMLS:C0280178	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7387	Bortezomib	DB00188	Compound::DB00188	Adult T-cell lymphoma/leukaemia stage IV	C0280426	Disease::UMLS:C0280426	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7388	Bortezomib	DB00188	Compound::DB00188	Cutaneous T-cell lymphoma stage IV	C0278572	Disease::UMLS:C0278572	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7389	Bortezomib	DB00188	Compound::DB00188	AIDS-related peripheral/systemic lymphoma	C0281240	Disease::UMLS:C0281240	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7390	Bortezomib	DB00188	Compound::DB00188	stage IV grade 1 follicular lymphoma	C0280169	Disease::UMLS:C0280169	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7391	Bortezomib	DB00188	Compound::DB00188	stage IV grade 2 follicular lymphoma	C0280170	Disease::UMLS:C0280170	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7392	Bortezomib	DB00188	Compound::DB00188	stage IV grade 3 follicular lymphoma	C0280172	Disease::UMLS:C0280172	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7393	Bortezomib	DB00188	Compound::DB00188	Mantle cell lymphoma stage IV	C0677721	Disease::UMLS:C0677721	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7394	Bortezomib	DB00188	Compound::DB00188	Marginal zone lymphoma stage IV	C1541270	Disease::UMLS:C1541270	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7395	Bortezomib	DB00188	Compound::DB00188	Mycosis fungoides/Sezary syndrome stage IV	C0862226	Disease::UMLS:C0862226	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7396	Bortezomib	DB00188	Compound::DB00188	B-cell small lymphocytic lymphoma stage IV	C0855101	Disease::UMLS:C0855101	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7397	Bortezomib	DB00188	Compound::DB00188	unspecified adult solid tumor, protocol specific	C0279004	Disease::UMLS:C0279004	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7398	Bortezomib	DB00188	Compound::DB00188	recurrent adult diffuse mixed cell lymphoma	C0280187	Disease::UMLS:C0280187	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7399	Bortezomib	DB00188	Compound::DB00188	recurrent adult diffuse small cleaved cell lymphoma	C0280186	Disease::UMLS:C0280186	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7400	Bortezomib	DB00188	Compound::DB00188	recurrent adult grade III lymphomatoid granulomatosis	C1541469	Disease::UMLS:C1541469	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7401	Bortezomib	DB00188	Compound::DB00188	recurrent adult Hodgkin's lymphoma	C0278530	Disease::UMLS:C0278530	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7402	Bortezomib	DB00188	Compound::DB00188	recurrent adult immunoblastic large cell lymphoma	C0280190	Disease::UMLS:C0280190	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7403	Bortezomib	DB00188	Compound::DB00188	recurrent adult lymphoblastic lymphoma	C0280191	Disease::UMLS:C0280191	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7404	Bortezomib	DB00188	Compound::DB00188	Adult T-cell lymphoma/leukaemia recurrent	C0280427	Disease::UMLS:C0280427	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7405	Sorafenib	DB00398	Compound::DB00398	Anaplastic thyroid carcinoma	C0238461	Disease::UMLS:C0238461	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7406	Nicotinamide	DB02701	Compound::DB02701	Anaplastic thyroid carcinoma	C0238461	Disease::UMLS:C0238461	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7407	Sorafenib	DB00398	Compound::DB00398	insular thyroid cancer	C1134506	Disease::UMLS:C1134506	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7408	Nicotinamide	DB02701	Compound::DB02701	insular thyroid cancer	C1134506	Disease::UMLS:C1134506	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7409	Sorafenib	DB00398	Compound::DB00398	Recurrent Thyroid Carcinoma	C0278861	Disease::UMLS:C0278861	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7410	Nicotinamide	DB02701	Compound::DB02701	Recurrent Thyroid Carcinoma	C0278861	Disease::UMLS:C0278861	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7411	Sorafenib	DB00398	Compound::DB00398	stage III follicular thyroid cancer	C0279178	Disease::UMLS:C0279178	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7412	Nicotinamide	DB02701	Compound::DB02701	stage III follicular thyroid cancer	C0279178	Disease::UMLS:C0279178	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7413	Sorafenib	DB00398	Compound::DB00398	stage III papillary thyroid cancer	C0279179	Disease::UMLS:C0279179	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7414	Nicotinamide	DB02701	Compound::DB02701	stage III papillary thyroid cancer	C0279179	Disease::UMLS:C0279179	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7415	Sorafenib	DB00398	Compound::DB00398	stage IV follicular thyroid cancer	C0278854	Disease::UMLS:C0278854	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7416	Nicotinamide	DB02701	Compound::DB02701	stage IV follicular thyroid cancer	C0278854	Disease::UMLS:C0278854	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7417	Sorafenib	DB00398	Compound::DB00398	Metastatic papillary thyroid carcinoma	C0278851	Disease::UMLS:C0278851	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7418	Nicotinamide	DB02701	Compound::DB02701	Metastatic papillary thyroid carcinoma	C0278851	Disease::UMLS:C0278851	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7419	Sirolimus	DB00877	Compound::DB00877	recurrent adult diffuse large cell lymphoma	C0280188	Disease::UMLS:C0280188	Neoplastic Process	Terminated	Terminated (Phase 2)	Administratively complete.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7420	Everolimus	DB01590	Compound::DB01590	recurrent adult diffuse large cell lymphoma	C0280188	Disease::UMLS:C0280188	Neoplastic Process	Terminated	Terminated (Phase 2)	Administratively complete.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7421	Sirolimus	DB00877	Compound::DB00877	recurrent adult Hodgkin's lymphoma	C0278530	Disease::UMLS:C0278530	Neoplastic Process	Terminated	Terminated (Phase 2)	Administratively complete.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7422	Everolimus	DB01590	Compound::DB01590	recurrent adult Hodgkin's lymphoma	C0278530	Disease::UMLS:C0278530	Neoplastic Process	Terminated	Terminated (Phase 2)	Administratively complete.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7423	Sirolimus	DB00877	Compound::DB00877	Chronic lymphocytic leukaemia refractory	C0278791	Disease::UMLS:C0278791	Neoplastic Process	Terminated	Terminated (Phase 2)	Administratively complete.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7424	Everolimus	DB01590	Compound::DB01590	Chronic lymphocytic leukaemia refractory	C0278791	Disease::UMLS:C0278791	Neoplastic Process	Terminated	Terminated (Phase 2)	Administratively complete.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7425	Romidepsin	DB06176	Compound::DB06176	melanoma	C0025202	Disease::UMLS:C0025202	Neoplastic Process	Terminated	Terminated (Phase 2)	The study was terminated on May 17, 2006 due to slow accrual.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7426	Ciprofloxacin	DB00537	Compound::DB00537	Fever	C0015967	Disease::UMLS:C0015967	Finding	Terminated	Terminated (Phase 3)	Accrual goal for interventional part not achievable	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7427	Bortezomib	DB00188	Compound::DB00188	Malignant neoplasm of stomach	C0024623	Disease::UMLS:C0024623	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7428	Levoleucovorin	DB11596	Compound::DB11596	Malignant neoplasm of stomach	C0024623	Disease::UMLS:C0024623	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7429	Venlafaxine	DB00285	Compound::DB00285	Anxiety Disorders	C0003469	Disease::UMLS:C0003469	Mental or Behavioral Dysfunction	Terminated	Terminated (Phase 2)	European reports of liver toxicity from kava meant that the study had to stop	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7430	Metronidazole	DB00916	Compound::DB00916	Bladder Adenocarcinoma	C0279682	Disease::UMLS:C0279682	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7431	Metronidazole	DB00916	Compound::DB00916	Bladder Squamous Cell Carcinoma	C0279681	Disease::UMLS:C0279681	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7432	Metronidazole	DB00916	Compound::DB00916	Transitional cell carcinoma of bladder	C0279680	Disease::UMLS:C0279680	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7433	Metronidazole	DB00916	Compound::DB00916	Bladder cancer recurrent	C0278827	Disease::UMLS:C0278827	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7434	Metronidazole	DB00916	Compound::DB00916	Bladder cancer stage II	C0278823	Disease::UMLS:C0278823	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7435	Metronidazole	DB00916	Compound::DB00916	Bladder cancer stage III	C0278824	Disease::UMLS:C0278824	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7436	Infliximab	DB00065	Compound::DB00065	Giant Cell Arteritis	C0039483	Disease::UMLS:C0039483	Disease or Syndrome	Terminated	Terminated (Phase 2)	Interim analysis, infliximab did not reduce number of first relapses in GCA or cumulative	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7437	Sirolimus	DB00877	Compound::DB00877	Neoplasm Metastasis	C0027627	Disease::UMLS:C0027627	Neoplastic Process	Terminated	Terminated (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7438	Letrozole	DB01006	Compound::DB01006	Neoplasm Metastasis	C0027627	Disease::UMLS:C0027627	Neoplastic Process	Terminated	Terminated (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7439	Everolimus	DB01590	Compound::DB01590	Neoplasm Metastasis	C0027627	Disease::UMLS:C0027627	Neoplastic Process	Terminated	Terminated (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7440	Gemcitabine	DB00441	Compound::DB00441	Meningitis	C0025289	Disease::UMLS:C0025289	Disease or Syndrome	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7441	Abciximab	DB00054	Compound::DB00054	Brain Ischemia	C0007786	Disease::UMLS:C0007786	Disease or Syndrome	Terminated	Terminated (Phase 3)	Based on the data and observed benefit-risk profile, the trial's independent oversight	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7442	Abciximab	DB00054	Compound::DB00054	Acute Disease	C0001314	Disease::UMLS:C0001314	Disease or Syndrome	Terminated	Terminated (Phase 3)	Based on the data and observed benefit-risk profile, the trial's independent oversight	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7443	Cisplatin	DB00515	Compound::DB00515	extragonadal germ cell tumor	C0262963	Disease::UMLS:C0262963	Neoplastic Process	Terminated	Terminated (Phase 3)	poor accrual	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7444	Vinblastine	DB00570	Compound::DB00570	extragonadal germ cell tumor	C0262963	Disease::UMLS:C0262963	Neoplastic Process	Terminated	Terminated (Phase 3)	poor accrual	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7445	Ifosfamide	DB01181	Compound::DB01181	extragonadal germ cell tumor	C0262963	Disease::UMLS:C0262963	Neoplastic Process	Terminated	Terminated (Phase 3)	poor accrual	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7446	Paclitaxel	DB01229	Compound::DB01229	extragonadal germ cell tumor	C0262963	Disease::UMLS:C0262963	Neoplastic Process	Terminated	Terminated (Phase 3)	poor accrual	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7447	Vinblastine	DB00570	Compound::DB00570	Testicular Germ Cell Tumor	C1336708	Disease::UMLS:C1336708	Neoplastic Process	Terminated	Terminated (Phase 3)	poor accrual	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7448	Paclitaxel	DB01229	Compound::DB01229	Testicular Germ Cell Tumor	C1336708	Disease::UMLS:C1336708	Neoplastic Process	Terminated	Terminated (Phase 3)	poor accrual	Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7449	Celecoxib	DB00482	Compound::DB00482	High-Grade Squamous Intraepithelial Lesions	C0333875	Disease::UMLS:C0333875	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)	drug issues	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7450	Gemcitabine	DB00441	Compound::DB00441	unspecified adult solid tumor, protocol specific	C0279004	Disease::UMLS:C0279004	Neoplastic Process	Withdrawn	Withdrawn (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7451	Thalidomide	DB01041	Compound::DB01041	Stomatitis	C0038362	Disease::UMLS:C0038362	Disease or Syndrome	Terminated	Terminated (Phase 2)	unable to enroll adequate subjects	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
