drug	disease	relation	source_scope	conflict_flag
Ascorbic acid	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Ergocalciferol	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Phenobarbital	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Triamterene	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Sulindac	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Magnesium citrate	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Calcitriol	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Calcium gluconate	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Calcium glucoheptonate	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Calcium glycerophosphate	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Fosamprenavir	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Atazanavir	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Calcifediol	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Amprenavir	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Cianidanol	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Indinavir	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Ferrous fumarate	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Magnesium oxide	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Magnesium hydroxide	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Risedronic acid	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Calcium chloride	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Topiramate	amnestic disorder	contraindication	overlap_with_setting_a	0
Topiramate	retrograde amnesia	contraindication	overlap_with_setting_a	0
Temazepam	amnestic disorder	contraindication	overlap_with_setting_a	0
Temazepam	retrograde amnesia	contraindication	overlap_with_setting_a	0
Zolpidem	amnestic disorder	contraindication	overlap_with_setting_a	0
Zolpidem	retrograde amnesia	contraindication	overlap_with_setting_a	0
Fusidic acid	central nervous system origin vertigo	contraindication	overlap_with_setting_a	0
Altretamine	central nervous system origin vertigo	contraindication	overlap_with_setting_a	0
Kanamycin	central nervous system origin vertigo	contraindication	overlap_with_setting_a	0
Streptomycin	central nervous system origin vertigo	contraindication	overlap_with_setting_a	0
Tretamine	central nervous system origin vertigo	contraindication	overlap_with_setting_a	0
Amikacin	central nervous system origin vertigo	contraindication	overlap_with_setting_a	0
Tobramycin	central nervous system origin vertigo	contraindication	overlap_with_setting_a	0
Disulfiram	coronary artery disease	contraindication	overlap_with_setting_a	0
Disulfiram	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Disulfiram	atherosclerosis	contraindication	overlap_with_setting_a	0
Guaifenesin	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Guaifenesin	atherosclerosis	contraindication	overlap_with_setting_a	0
Phenyltoloxamine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Phenyltoloxamine	atherosclerosis	contraindication	overlap_with_setting_a	0
Mepyramine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Mepyramine	atherosclerosis	contraindication	overlap_with_setting_a	0
Pseudoephedrine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Pseudoephedrine	atherosclerosis	contraindication	overlap_with_setting_a	0
Guaiacol	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Guaiacol	atherosclerosis	contraindication	overlap_with_setting_a	0
Acrivastine	coronary artery disease	contraindication	overlap_with_setting_a	0
Acrivastine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Acrivastine	atherosclerosis	contraindication	overlap_with_setting_a	0
Brompheniramine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Brompheniramine	atherosclerosis	contraindication	overlap_with_setting_a	0
Pheniramine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Pheniramine	atherosclerosis	contraindication	overlap_with_setting_a	0
Cetirizine	coronary artery disease	contraindication	overlap_with_setting_a	0
Cetirizine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Cetirizine	atherosclerosis	contraindication	overlap_with_setting_a	0
Fexofenadine	coronary artery disease	contraindication	overlap_with_setting_a	0
Fexofenadine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Fexofenadine	atherosclerosis	contraindication	overlap_with_setting_a	0
Chlorcyclizine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Chlorcyclizine	atherosclerosis	contraindication	overlap_with_setting_a	0
Cyclizine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Cyclizine	atherosclerosis	contraindication	overlap_with_setting_a	0
Loratadine	coronary artery disease	contraindication	overlap_with_setting_a	0
Loratadine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Loratadine	atherosclerosis	contraindication	overlap_with_setting_a	0
Clofedanol	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Clofedanol	atherosclerosis	contraindication	overlap_with_setting_a	0
Pentoxyverine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Pentoxyverine	atherosclerosis	contraindication	overlap_with_setting_a	0
Codeine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Codeine	atherosclerosis	contraindication	overlap_with_setting_a	0
Isradipine	coronary artery disease	contraindication	overlap_with_setting_a	0
Isradipine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Isradipine	atherosclerosis	contraindication	overlap_with_setting_a	0
Felodipine	coronary artery disease	contraindication	overlap_with_setting_a	0
Felodipine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Felodipine	atherosclerosis	contraindication	overlap_with_setting_a	0
Nisoldipine	coronary artery disease	contraindication	overlap_with_setting_a	0
Nisoldipine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Nisoldipine	atherosclerosis	contraindication	overlap_with_setting_a	0
Phenylephrine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Phenylephrine	atherosclerosis	contraindication	overlap_with_setting_a	0
Theophylline	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Theophylline	atherosclerosis	contraindication	overlap_with_setting_a	0
Propafenone	coronary artery disease	contraindication	overlap_with_setting_a	0
Propafenone	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Propafenone	atherosclerosis	contraindication	overlap_with_setting_a	0
Histamine	coronary artery disease	contraindication	overlap_with_setting_a	0
Histamine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Histamine	atherosclerosis	contraindication	overlap_with_setting_a	0
Scopolamine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Scopolamine	atherosclerosis	contraindication	overlap_with_setting_a	0
Terfenadine	coronary artery disease	contraindication	overlap_with_setting_a	0
Terfenadine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Terfenadine	atherosclerosis	contraindication	overlap_with_setting_a	0
Guanabenz	coronary artery disease	contraindication	overlap_with_setting_a	0
Guanabenz	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Guanabenz	atherosclerosis	contraindication	overlap_with_setting_a	0
Carbinoxamine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Carbinoxamine	atherosclerosis	contraindication	overlap_with_setting_a	0
Triprolidine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Triprolidine	atherosclerosis	contraindication	overlap_with_setting_a	0
Doxylamine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Doxylamine	atherosclerosis	contraindication	overlap_with_setting_a	0
Azatadine	coronary artery disease	contraindication	overlap_with_setting_a	0
Azatadine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Azatadine	atherosclerosis	contraindication	overlap_with_setting_a	0
Ribavirin	coronary artery disease	contraindication	overlap_with_setting_a	0
Ribavirin	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Ribavirin	atherosclerosis	contraindication	overlap_with_setting_a	0
Doxapram	coronary artery disease	contraindication	overlap_with_setting_a	0
Doxapram	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Doxapram	atherosclerosis	contraindication	overlap_with_setting_a	0
Ephedrine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Ephedrine	atherosclerosis	contraindication	overlap_with_setting_a	0
Dexchlorpheniramine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Dexchlorpheniramine	atherosclerosis	contraindication	overlap_with_setting_a	0
Naproxen	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Naproxen	atherosclerosis	contraindication	overlap_with_setting_a	0
Ibuprofen	coronary artery disease	contraindication	overlap_with_setting_a	0
Ibuprofen	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Ibuprofen	atherosclerosis	contraindication	overlap_with_setting_a	0
Methscopolamine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Methscopolamine	atherosclerosis	contraindication	overlap_with_setting_a	0
Chlorpheniramine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Chlorpheniramine	atherosclerosis	contraindication	overlap_with_setting_a	0
Dexbrompheniramine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Dexbrompheniramine	atherosclerosis	contraindication	overlap_with_setting_a	0
Dextromethorphan	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Dextromethorphan	atherosclerosis	contraindication	overlap_with_setting_a	0
Hydrocodone	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Hydrocodone	atherosclerosis	contraindication	overlap_with_setting_a	0
Dihydrocodeine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Dihydrocodeine	atherosclerosis	contraindication	overlap_with_setting_a	0
Hyoscyamine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Hyoscyamine	atherosclerosis	contraindication	overlap_with_setting_a	0
Desloratadine	coronary artery disease	contraindication	overlap_with_setting_a	0
Desloratadine	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Desloratadine	atherosclerosis	contraindication	overlap_with_setting_a	0
Benzyl alcohol	coronary artery disease	contraindication	overlap_with_setting_a	0
Benzyl alcohol	arteriosclerosis disorder	contraindication	overlap_with_setting_a	0
Benzyl alcohol	atherosclerosis	contraindication	overlap_with_setting_a	0
Allantoin	G6PD deficiency	contraindication	overlap_with_setting_a	0
Allantoin	glycogen storage disease	contraindication	overlap_with_setting_a	0
Allantoin	cystinuria	contraindication	overlap_with_setting_a	0
Allantoin	galactosemia	contraindication	overlap_with_setting_a	0
Benzocaine	G6PD deficiency	contraindication	overlap_with_setting_a	0
Benzocaine	glycogen storage disease	contraindication	overlap_with_setting_a	0
Benzocaine	cystinuria	contraindication	overlap_with_setting_a	0
Benzocaine	galactosemia	contraindication	overlap_with_setting_a	0
Primaquine	G6PD deficiency	contraindication	overlap_with_setting_a	0
Primaquine	glycogen storage disease	contraindication	overlap_with_setting_a	0
Primaquine	cystinuria	contraindication	overlap_with_setting_a	0
Primaquine	galactosemia	contraindication	overlap_with_setting_a	0
Racementhol	G6PD deficiency	contraindication	overlap_with_setting_a	0
Racementhol	glycogen storage disease	contraindication	overlap_with_setting_a	0
Racementhol	cystinuria	contraindication	overlap_with_setting_a	0
Racementhol	galactosemia	contraindication	overlap_with_setting_a	0
Dapsone	G6PD deficiency	contraindication	overlap_with_setting_a	0
Dapsone	glycogen storage disease	contraindication	overlap_with_setting_a	0
Dapsone	cystinuria	contraindication	overlap_with_setting_a	0
Dapsone	galactosemia	contraindication	overlap_with_setting_a	0
Oxytetracycline	G6PD deficiency	contraindication	overlap_with_setting_a	0
Oxytetracycline	glycogen storage disease	contraindication	overlap_with_setting_a	0
Oxytetracycline	cystinuria	contraindication	overlap_with_setting_a	0
Oxytetracycline	galactosemia	contraindication	overlap_with_setting_a	0
Sodium phosphate, monobasic	G6PD deficiency	contraindication	overlap_with_setting_a	0
Sodium phosphate, monobasic	glycogen storage disease	contraindication	overlap_with_setting_a	0
Sodium phosphate, monobasic	cystinuria	contraindication	overlap_with_setting_a	0
Sodium phosphate, monobasic	galactosemia	contraindication	overlap_with_setting_a	0
Trimethoprim	G6PD deficiency	contraindication	overlap_with_setting_a	0
Trimethoprim	glycogen storage disease	contraindication	overlap_with_setting_a	0
Trimethoprim	cystinuria	contraindication	overlap_with_setting_a	0
Trimethoprim	galactosemia	contraindication	overlap_with_setting_a	0
Sulfamethoxazole	G6PD deficiency	contraindication	overlap_with_setting_a	0
Sulfamethoxazole	glycogen storage disease	contraindication	overlap_with_setting_a	0
Sulfamethoxazole	cystinuria	contraindication	overlap_with_setting_a	0
Sulfamethoxazole	galactosemia	contraindication	overlap_with_setting_a	0
Sulfathiazole	G6PD deficiency	contraindication	overlap_with_setting_a	0
Sulfathiazole	glycogen storage disease	contraindication	overlap_with_setting_a	0
Sulfathiazole	cystinuria	contraindication	overlap_with_setting_a	0
Sulfathiazole	galactosemia	contraindication	overlap_with_setting_a	0
Sulfadiazine	G6PD deficiency	contraindication	overlap_with_setting_a	0
Sulfadiazine	glycogen storage disease	contraindication	overlap_with_setting_a	0
Sulfadiazine	cystinuria	contraindication	overlap_with_setting_a	0
Sulfadiazine	galactosemia	contraindication	overlap_with_setting_a	0
Benzoic acid	G6PD deficiency	contraindication	overlap_with_setting_a	0
